hashtag_1,hashtag_2,count
#MakkahMutualDefenceAgreement,#Pakistan,1
#MakkahMutualDefenceAgreement,#MiddleEast,1
#IranWar,#Turkiye,1
#IranWar,#SouthAsia,1
#MeccaDefenseAgreement,#UAE,1
#MakkahAgreement,#geopolitics,1
#MakkahAgreement,#UAE,1
#MakkahAgreement,#MeccaDefenseAgreement,1
#Israel,#geopolitics,1
#Israel,#MeccaDefenseAgreement,1
#Israel,#MakkahAgreement,1
#India,#geopolitics,1
#India,#MeccaDefenseAgreement,1
#India,#MakkahAgreement,1
#Greece,#geopolitics,1
#Greece,#UAE,1
#Greece,#MeccaDefenseAgreement,1
#BreakingNews,#MeccaPact,1
#Pakistan,#RedSeaSecurity,1
#MeccaPact,#RedSeaSecurity,1
